policy,seed,assistance,score,food_collected,steps,steps_survived,turn_ratio,terminated,truncated,won,end_reason,max_length,max_occupancy_percent,reached_half,ordered_requested_step,ordered_locked_step,ordered_steps,recovery_steps,repeated_states,max_repeated_cycle_length,repeated_ordered_states,unexpected_ordered_fallbacks,ordered_progress_errors,collision_after_requested,collision_after_locked,no_food_after_requested,steps_half_to_win,elapsed_seconds,overrides,max_decision_ms
Classic,safety-15,True,1190,119,3000,3000,0.22766666666666666,False,True,False,evaluation_step_limit,122,30.5,False,,,0,0,0,0,0,0,0,False,False,False,,0.16830760000000008,954,0.4558999999999287
Classic,safety-16,True,1260,126,3000,3000,0.193,False,True,False,evaluation_step_limit,129,32.25,False,,,0,0,0,0,0,0,0,False,False,False,,0.16862480000000052,962,0.49250000000029104
Classic,safety-17,True,1280,128,3000,3000,0.20166666666666666,False,True,False,evaluation_step_limit,131,32.75,False,,,0,0,0,0,0,0,0,False,False,False,,0.18293299999999998,1032,0.555899999999383
Classic,safety-18,True,1340,134,3000,3000,0.203,False,True,False,evaluation_step_limit,137,34.25,False,,,0,0,0,0,0,0,0,False,False,False,,0.1681110000000008,897,0.4974000000001979
Classic,safety-19,True,1270,127,3000,3000,0.211,False,True,False,evaluation_step_limit,130,32.5,False,,,0,0,0,0,0,0,0,False,False,False,,0.1548048999999992,947,0.3872000000010303
Strategy,safety-0,False,350,35,539,538,0.41187384044526903,True,False,False,self,38,9.5,False,,,0,0,0,0,0,0,0,False,False,False,,0.010854199999999764,0,0.030300000000352156
Strategy,safety-1,False,330,33,475,474,0.3410526315789474,True,False,False,self,36,9,False,,,0,0,0,0,0,0,0,False,False,False,,0.009388299999998708,0,0.03449999999975262
Strategy,safety-2,False,400,40,682,681,0.39882697947214074,True,False,False,self,43,10.75,False,,,0,0,0,0,0,0,0,False,False,False,,0.013531500000000961,0,0.035200000000259024
Strategy,safety-3,False,190,19,260,259,0.47307692307692306,True,False,False,self,22,5.5,False,,,0,0,0,0,0,0,0,False,False,False,,0.004962100000000646,0,0.028600000001461012
Strategy,safety-4,False,300,30,462,461,0.4329004329004329,True,False,False,self,33,8.25,False,,,0,0,0,0,0,0,0,False,False,False,,0.009317399999999906,0,0.031199999999444117
Strategy,safety-5,False,400,40,643,642,0.39968895800933124,True,False,False,self,43,10.75,False,,,0,0,0,0,0,0,0,False,False,False,,0.01286120000000119,0,0.031899999999950523
Strategy,safety-6,False,310,31,441,440,0.35827664399092973,True,False,False,self,34,8.5,False,,,0,0,0,0,0,0,0,False,False,False,,0.008889499999999316,0,0.030399999999644933
Strategy,safety-7,False,100,10,141,140,0.4326241134751773,True,False,False,wall,13,3.25,False,,,0,0,0,0,0,0,0,False,False,False,,0.0027382000000015978,0,0.030899999999746797
Strategy,safety-8,False,320,32,522,521,0.39655172413793105,True,False,False,self,35,8.75,False,,,0,0,0,0,0,0,0,False,False,False,,0.010219699999999648,0,0.030899999999746797
Strategy,safety-9,False,250,25,444,443,0.34234234234234234,True,False,False,self,28,7,False,,,0,0,0,0,0,0,0,False,False,False,,0.00937330000000111,0,0.03280000000086147
Strategy,safety-10,False,370,37,560,559,0.33214285714285713,True,False,False,self,40,10,False,,,0,0,0,0,0,0,0,False,False,False,,0.011624499999999899,0,0.03330000000096334
Strategy,safety-11,False,200,20,351,350,0.3475783475783476,True,False,False,self,23,5.75,False,,,0,0,0,0,0,0,0,False,False,False,,0.006732899999999063,0,0.02959999999984575
Strategy,safety-12,False,140,14,242,241,0.3760330578512397,True,False,False,wall,17,4.25,False,,,0,0,0,0,0,0,0,False,False,False,,0.004635900000001129,0,0.030300000000352156
Strategy,safety-13,False,430,43,821,820,0.37393422655298414,True,False,False,self,46,11.5,False,,,0,0,0,0,0,0,0,False,False,False,,0.0184408999999996,0,0.15029999999933352
Strategy,safety-14,False,330,33,513,512,0.37037037037037035,True,False,False,self,36,9,False,,,0,0,0,0,0,0,0,False,False,False,,0.011690300000000207,0,0.17259999999987485
Strategy,safety-15,False,310,31,443,442,0.40632054176072235,True,False,False,self,34,8.5,False,,,0,0,0,0,0,0,0,False,False,False,,0.009508700000000318,0,0.13839999999981956
Strategy,safety-16,False,240,24,411,410,0.43795620437956206,True,False,False,self,27,6.75,False,,,0,0,0,0,0,0,0,False,False,False,,0.007984099999999671,0,0.029500000000552973
